id,source,company_name,legal_rep,est_date,capital,company_type,reg_number,taxpayer_id,business_term,credit_code,status,address,province,city,district,industry,business_scope,metadata
COMP_000011,马克数据网,合肥正和生态农业专业合作社,刘炎忠,2011-10-11,10000000,农民专业合作社,340108NA001005X,933401005845517615,2011-10-11至无固定期限,58455176-1,存续,安徽省合肥市新站区磨店乡群治村夏小郢村民组,安徽省,合肥市,瑶海区,农业,以本社成员为主要服务对象，提供农业生产资料购买，农产品（除专项审批）销售、贮藏，苗木种植、销售以及与农业生产经营有关的技术、信息服务。,"{""company_name"": ""合肥正和生态农业专业合作社"", ""legal_rep"": ""刘炎忠"", ""credit_code"": ""58455176-1"", ""capital"": ""10000000"", ""est_date"": ""2011-10-11"", ""status"": ""存续"", ""address"": ""安徽省合肥市新站区磨店乡群治村夏小郢村民组"", ""id"": 11.0, ""company_type"": ""农民专业合作社"", ""approval_date"": ""8/11/2011"", ""business_scope"": ""以本社成员为主要服务对象，提供农业生产资料购买，农产品（除专项审批）销售、贮藏，苗木种植、销售以及与农业生产经营有关的技术、信息服务。"", ""business_term"": ""2011-10-11至无固定期限"", ""source"": ""马克数据网"", ""taxpayer_id"": ""933401005845517615"", ""reg_number"": ""340108NA001005X"", ""contact_phone"": ""0551-4248649;0551-67691528;13966684566"", ""email"": ""4248649@qq.com|1235685954@qq.com|2316209261@qq.com|619596364@qq.com"", ""province"": ""安徽省"", ""city"": ""合肥市"", ""district"": ""瑶海区"", ""industry"": ""农业"", ""county"": ""新站区""}"
COMP_000012,马克数据网,安徽怀禾生态农业开发有限公司,卢松杰,2014-03-25,10000000,有限责任公司(自然人投资或控股),340123000093716,91340122096169803R,2014-03-25至2044-03-24,09616980-3,存续,合肥市瑶海区张洼路金座嘉园3幢304室,安徽省,合肥市,瑶海区,农业,水稻、苗木、花卉、果树、蔬菜、经济作物的销售；绿色农产品的开发；现代农业技术推广；旅游项目开发；水上运动项目投资开发；观光农业开发；休闲垂钓服务；园林绿化工程、水道、水渠工程、乡村道路工程、土地平整工程的设计及施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"{""company_name"": ""安徽怀禾生态农业开发有限公司"", ""legal_rep"": ""卢松杰"", ""credit_code"": ""09616980-3"", ""capital"": ""10000000"", ""est_date"": ""2014-03-25"", ""status"": ""存续"", ""address"": ""合肥市瑶海区张洼路金座嘉园3幢304室"", ""id"": 12.0, ""company_type"": ""有限责任公司(自然人投资或控股)"", ""approval_date"": ""9/3/2019"", ""business_scope"": ""水稻、苗木、花卉、果树、蔬菜、经济作物的销售；绿色农产品的开发；现代农业技术推广；旅游项目开发；水上运动项目投资开发；观光农业开发；休闲垂钓服务；园林绿化工程、水道、水渠工程、乡村道路工程、土地平整工程的设计及施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"", ""business_term"": ""2014-03-25至2044-03-24"", ""source"": ""马克数据网"", ""taxpayer_id"": ""91340122096169803R"", ""reg_number"": ""340123000093716"", ""contact_phone"": ""13033004252;13721044652"", ""email"": ""861803908@qq.com|25438875662@qq.com|2543887566@qq.com|2573887566@qq.com"", ""province"": ""安徽省"", ""city"": ""合肥市"", ""district"": ""瑶海区"", ""industry"": ""农业"", ""county"": ""瑶海区""}"
COMP_000013,马克数据网,安徽省啖源农业科技有限责任公司,江胜,2017-10-25,6000000,有限责任公司(自然人投资或控股),340100002094097,91340100MA2Q3H2D68,2017-10-25至无固定期限,MA2Q3H2D-6,存续,安徽省合肥市瑶海区龙兴苑小区7号楼106室一层、107、108室,安徽省,合肥市,瑶海区,农业,农业技术开发及转让；谷物、薯类、油料、豆类、蔬菜、花卉、苗木、水果、坚果、茶叶的种植、采购、加工及销售；畜、禽、水产品的养殖、采购、加工及销售；中药材的种植、加工；农业观光旅游；预包装食品的批发；大米分装；商务信息咨询；普通道路货物运输（除快递）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"{""company_name"": ""安徽省啖源农业科技有限责任公司"", ""legal_rep"": ""江胜"", ""credit_code"": ""MA2Q3H2D-6"", ""capital"": ""6000000"", ""est_date"": ""2017-10-25"", ""status"": ""存续"", ""address"": ""安徽省合肥市瑶海区龙兴苑小区7号楼106室一层、107、108室"", ""id"": 14.0, ""company_type"": ""有限责任公司(自然人投资或控股)"", ""approval_date"": ""15/12/2021"", ""business_scope"": ""农业技术开发及转让；谷物、薯类、油料、豆类、蔬菜、花卉、苗木、水果、坚果、茶叶的种植、采购、加工及销售；畜、禽、水产品的养殖、采购、加工及销售；中药材的种植、加工；农业观光旅游；预包装食品的批发；大米分装；商务信息咨询；普通道路货物运输（除快递）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"", ""business_term"": ""2017-10-25至无固定期限"", ""source"": ""马克数据网"", ""taxpayer_id"": ""91340100MA2Q3H2D68"", ""reg_number"": ""340100002094097"", ""contact_phone"": ""0551-62824274;14755185200;15705694975;15955112114"", ""email"": ""2655288544@qq.com|513248951@qq.com|1271234176@qq.com|2842511753@qq.com"", ""taxpayer_qualification"": ""一般纳税人"", ""province"": ""安徽省"", ""city"": ""合肥市"", ""district"": ""瑶海区"", ""industry"": ""农业"", ""county"": ""瑶海区""}"
COMP_000014,马克数据网,合肥市瑶海区广维农业技术服务中心,夏维成,2022-05-18,未知,个体工商户,340102601561870,92340102MA8P24567U,2022-05-18至无固定期限,MA8P2456-7,存续,安徽省合肥市瑶海区大众路春江苑6栋1-113室,安徽省,合肥市,瑶海区,农业,一般项目：谷物种植；蔬菜种植；农业机械服务；农作物栽培服务；农作物收割服务；农业生产托管服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）,"{""company_name"": ""合肥市瑶海区广维农业技术服务中心"", ""legal_rep"": ""夏维成"", ""credit_code"": ""MA8P2456-7"", ""est_date"": ""2022-05-18"", ""status"": ""存续"", ""address"": ""安徽省合肥市瑶海区大众路春江苑6栋1-113室"", ""id"": 15.0, ""company_type"": ""个体工商户"", ""approval_date"": ""18/5/2022"", ""business_scope"": ""一般项目：谷物种植；蔬菜种植；农业机械服务；农作物栽培服务；农作物收割服务；农业生产托管服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）"", ""business_term"": ""2022-05-18至无固定期限"", ""source"": ""马克数据网"", ""taxpayer_id"": ""92340102MA8P24567U"", ""reg_number"": ""340102601561870"", ""contact_phone"": ""15656579719"", ""province"": ""安徽省"", ""city"": ""合肥市"", ""district"": ""瑶海区"", ""industry"": ""农业"", ""county"": ""瑶海区""}"
COMP_000015,马克数据网,合肥稳安生态农业专业合作社,殷宏兵,2011-12-12,2000000,农民专业合作社,340108NA001009X,933401005872305849,2011-12-12至无固定期限,58723058-4,存续,安徽省合肥市新站区磨店乡磨店村李东村民组,安徽省,合肥市,瑶海区,农业,以本社成员为主要服务对象，提供农业生产资料购买，农产品（除专项审批）销售、贮藏，苗木种植、销售以及与农业生产经营有关的技术、信息服务。,"{""company_name"": ""合肥稳安生态农业专业合作社"", ""legal_rep"": ""殷宏兵"", ""credit_code"": ""58723058-4"", ""capital"": ""2000000"", ""est_date"": ""2011-12-12"", ""status"": ""存续"", ""address"": ""安徽省合肥市新站区磨店乡磨店村李东村民组"", ""id"": 16.0, ""company_type"": ""农民专业合作社"", ""approval_date"": ""12/12/2011"", ""business_scope"": ""以本社成员为主要服务对象，提供农业生产资料购买，农产品（除专项审批）销售、贮藏，苗木种植、销售以及与农业生产经营有关的技术、信息服务。"", ""business_term"": ""2011-12-12至无固定期限"", ""source"": ""马克数据网"", ""taxpayer_id"": ""933401005872305849"", ""reg_number"": ""340108NA001009X"", ""contact_phone"": ""0551-4248649;13856079823"", ""email"": ""935546723@qq.com|13856079823@qq.com|2689592714@qq.com|13856079823@139.com|794537972@qq.com"", ""province"": ""安徽省"", ""city"": ""合肥市"", ""district"": ""瑶海区"", ""industry"": ""农业"", ""county"": ""新站区""}"
COMP_000016,马克数据网,合肥林梅生态农业专业合作社,张林梅,2012-01-17,2000000,农民专业合作社,340108NA001011X,933401005901577281,2012-01-17至无固定期限,59015772-8,存续,安徽省合肥市新站区磨店乡磨店村沙中村民组,安徽省,合肥市,瑶海区,农业,以本社成员为主要服务对象，提供农业生产资料购买，农产品（除专项审批）销售、贮藏，苗木种植、销售以及与农业生产经营有关的技术、信息服务。,"{""company_name"": ""合肥林梅生态农业专业合作社"", ""legal_rep"": ""张林梅"", ""credit_code"": ""59015772-8"", ""capital"": ""2000000"", ""est_date"": ""2012-01-17"", ""status"": ""存续"", ""address"": ""安徽省合肥市新站区磨店乡磨店村沙中村民组"", ""id"": 17.0, ""company_type"": ""农民专业合作社"", ""approval_date"": ""10/4/2012"", ""company_size"": ""小于50人"", ""business_scope"": ""以本社成员为主要服务对象，提供农业生产资料购买，农产品（除专项审批）销售、贮藏，苗木种植、销售以及与农业生产经营有关的技术、信息服务。"", ""business_term"": ""2012-01-17至无固定期限"", ""source"": ""马克数据网"", ""taxpayer_id"": ""933401005901577281"", ""reg_number"": ""340108NA001011X"", ""contact_phone"": ""0551-4248649;13965051968;18226653337"", ""email"": ""1235685954@qq.com|478914813@qq.com"", ""province"": ""安徽省"", ""city"": ""合肥市"", ""district"": ""瑶海区"", ""industry"": ""农业"", ""county"": ""新站区""}"
COMP_000017,马克数据网,合肥民合生态农业专业合作社,万民合,2012-05-28,1500000,农民专业合作社,340108NA001013X,93340100051474337Y,2012-05-28至无固定期限,05147433-7,注销,安徽省合肥市新站区磨店乡会棚村葛小郢,安徽省,合肥市,瑶海区,农业,以本社成员为主要服务对象，提供农业生产资料购买，农产品（除专项审批）销售、贮藏，苗木种植、销售以及与农业生产经营、园林绿化有关的技术、信息服务。,"{""company_name"": ""合肥民合生态农业专业合作社"", ""legal_rep"": ""万民合"", ""credit_code"": ""05147433-7"", ""capital"": ""1500000"", ""est_date"": ""2012-05-28"", ""status"": ""注销"", ""address"": ""安徽省合肥市新站区磨店乡会棚村葛小郢"", ""id"": 18.0, ""company_type"": ""农民专业合作社"", ""approval_date"": ""29/3/2021"", ""company_size"": ""小于50人"", ""business_scope"": ""以本社成员为主要服务对象，提供农业生产资料购买，农产品（除专项审批）销售、贮藏，苗木种植、销售以及与农业生产经营、园林绿化有关的技术、信息服务。"", ""business_term"": ""2012-05-28至无固定期限"", ""source"": ""马克数据网"", ""taxpayer_id"": ""93340100051474337Y"", ""reg_number"": ""340108NA001013X"", ""contact_phone"": ""0551-4248649;15222910800"", ""email"": ""1235685954@qq.com|1025559168@qq.com|1025559168@qq.vom|abcxyz@baidu.com|15222910800@139.com"", ""province"": ""安徽省"", ""city"": ""合肥市"", ""district"": ""瑶海区"", ""industry"": ""农业"", ""county"": ""新站区""}"
COMP_000018,马克数据网,合肥市华联农业科技开发有限公司,沈业宏,2002-09-09,2000000,有限责任公司(自然人投资或控股),340100000033982,91340100743058350E,2002-09-09至2032-12-31,74305835-0,存续,安徽省合肥市瑶海区和县路新安江花园4栋102室,安徽省,合肥市,瑶海区,农业,农作物育种与研究；农业科技开发、咨询服务；主要农作物常规种子、非主要农作物种子生产、销售（在许可证有效期内经营）；农副产品（除粮油）销售；食用菌及其菌种的销售。,"{""company_name"": ""合肥市华联农业科技开发有限公司"", ""legal_rep"": ""沈业宏"", ""credit_code"": ""74305835-0"", ""capital"": ""2000000"", ""est_date"": ""2002-09-09"", ""status"": ""存续"", ""address"": ""安徽省合肥市瑶海区和县路新安江花园4栋102室"", ""id"": 19.0, ""company_type"": ""有限责任公司(自然人投资或控股)"", ""approval_date"": ""7/7/2016"", ""company_size"": ""小于50人"", ""business_scope"": ""农作物育种与研究；农业科技开发、咨询服务；主要农作物常规种子、非主要农作物种子生产、销售（在许可证有效期内经营）；农副产品（除粮油）销售；食用菌及其菌种的销售。"", ""business_term"": ""2002-09-09至2032-12-31"", ""source"": ""马克数据网"", ""taxpayer_id"": ""91340100743058350E"", ""reg_number"": ""340100000033982"", ""contact_phone"": ""0551-64419507"", ""email"": ""hlny-127@163.com|hlny_127@163.com"", ""taxpayer_qualification"": ""一般纳税人"", ""province"": ""安徽省"", ""city"": ""合肥市"", ""district"": ""瑶海区"", ""website_link"": ""www.hfhlny.com"", ""industry"": ""农业"", ""county"": ""瑶海区""}"
COMP_000019,马克数据网,安徽荒草圩生态农业有限公司合肥分公司,李伟,2014-08-15,未知,有限责任公司分公司(自然人投资或控股),340100001060934,91340100MA8L80M63A,2014-08-15至无固定期限,MA8L80M6-3,注销,合肥市瑶海区来安家园2幢2501室,安徽省,合肥市,瑶海区,农业,农作物销售（除专项许可）。,"{""company_name"": ""安徽荒草圩生态农业有限公司合肥分公司"", ""legal_rep"": ""李伟"", ""credit_code"": ""MA8L80M6-3"", ""est_date"": ""2014-08-15"", ""status"": ""注销"", ""address"": ""合肥市瑶海区来安家园2幢2501室"", ""id"": 20.0, ""company_type"": ""有限责任公司分公司(自然人投资或控股)"", ""approval_date"": ""10/9/2014"", ""business_scope"": ""农作物销售（除专项许可）。"", ""business_term"": ""2014-08-15至无固定期限"", ""source"": ""马克数据网"", ""taxpayer_id"": ""91340100MA8L80M63A"", ""reg_number"": ""340100001060934"", ""province"": ""安徽省"", ""city"": ""合肥市"", ""district"": ""瑶海区"", ""industry"": ""农业"", ""county"": ""瑶海区""}"
COMP_000020,马克数据网,合肥珍峰生态农业专业合作社,陶云峰,2012-02-10,2000000,农民专业合作社,340108NA001012X,93340100590185913L,2012-02-10至无固定期限,59018591-3,存续,安徽省合肥市新站区磨店乡喻岗村卫庄队,安徽省,合肥市,瑶海区,农业,以本社成员为主要服务对象，提供农业生产资料购买，农产品（除专项审批）销售、贮藏，苗木种植、销售以及与农业生产经营有关的技术、信息服务。,"{""company_name"": ""合肥珍峰生态农业专业合作社"", ""legal_rep"": ""陶云峰"", ""credit_code"": ""59018591-3"", ""capital"": ""2000000"", ""est_date"": ""2012-02-10"", ""status"": ""存续"", ""address"": ""安徽省合肥市新站区磨店乡喻岗村卫庄队"", ""id"": 21.0, ""company_type"": ""农民专业合作社"", ""approval_date"": ""10/2/2012"", ""business_scope"": ""以本社成员为主要服务对象，提供农业生产资料购买，农产品（除专项审批）销售、贮藏，苗木种植、销售以及与农业生产经营有关的技术、信息服务。"", ""business_term"": ""2012-02-10至无固定期限"", ""source"": ""马克数据网"", ""taxpayer_id"": ""93340100590185913L"", ""reg_number"": ""340108NA001012X"", ""contact_phone"": ""0551-67698288;13515606173"", ""email"": ""2636969803@qq.com|3252183986@qq.com|1551230497@qq.com"", ""province"": ""安徽省"", ""city"": ""合肥市"", ""district"": ""瑶海区"", ""industry"": ""农业"", ""county"": ""新站区""}"
COMP_000021,马克数据网,合肥三义园林有限责任公司,朱华东,2006-11-28,300000,有限责任公司(自然人投资或控股),3401002033261,91340100MA2X5GDG5U,2006-11-28至2036-12-31,MA2X5GDG-5,吊销,安徽省合肥市铜陵路326号,安徽省,合肥市,瑶海区,农业,园林规划、设计、施工；花卉、苗木种植、销售。,"{""company_name"": ""合肥三义园林有限责任公司"", ""legal_rep"": ""朱华东"", ""credit_code"": ""MA2X5GDG-5"", ""capital"": ""300000"", ""est_date"": ""2006-11-28"", ""status"": ""吊销"", ""address"": ""安徽省合肥市铜陵路326号"", ""id"": 22.0, ""company_type"": ""有限责任公司(自然人投资或控股)"", ""approval_date"": ""1/12/2009"", ""business_scope"": ""园林规划、设计、施工；花卉、苗木种植、销售。"", ""business_term"": ""2006-11-28至2036-12-31"", ""source"": ""马克数据网"", ""taxpayer_id"": ""91340100MA2X5GDG5U"", ""reg_number"": ""3401002033261"", ""province"": ""安徽省"", ""city"": ""合肥市"", ""district"": ""瑶海区"", ""industry"": ""农业""}"
COMP_000022,马克数据网,合肥瑶海区光荫里花卉经营部,王兰,2016-11-28,100000,个体工商户,340102600640549,92340102MA2N49X83M,2016-11-28至无固定期限,MA2N49X8-3,存续,合肥市瑶海区长江东路1137号安徽圣大国际商贸中心5-1010室,安徽省,合肥市,瑶海区,农业,花卉、预包装食品、礼品销售（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,"{""company_name"": ""合肥瑶海区光荫里花卉经营部"", ""legal_rep"": ""王兰"", ""credit_code"": ""MA2N49X8-3"", ""capital"": ""100000"", ""est_date"": ""2016-11-28"", ""status"": ""存续"", ""address"": ""合肥市瑶海区长江东路1137号安徽圣大国际商贸中心5-1010室"", ""id"": 23.0, ""company_type"": ""个体工商户"", ""approval_date"": ""28/11/2016"", ""business_scope"": ""花卉、预包装食品、礼品销售（依法须经批准的项目，经相关部门批准后方可开展经营活动）。"", ""business_term"": ""2016-11-28至无固定期限"", ""source"": ""马克数据网"", ""taxpayer_id"": ""92340102MA2N49X83M"", ""reg_number"": ""340102600640549"", ""contact_phone"": ""18605650710"", ""province"": ""安徽省"", ""city"": ""合肥市"", ""district"": ""瑶海区"", ""industry"": ""农业"", ""county"": ""瑶海区""}"
COMP_000023,马克数据网,合肥市瑶海区瑶雨花店,柏冬梅,2019-09-10,未知,个体工商户,340102601026081,92340102MA2U3KKH5R,未知,MA2U3KKH5,注销,合肥市瑶海区长淮街道长淮新村17栋303,安徽省,合肥市,瑶海区,农业,鲜花、绿植销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"{""company_name"": ""合肥市瑶海区瑶雨花店"", ""legal_rep"": ""柏冬梅"", ""credit_code"": ""MA2U3KKH5"", ""est_date"": ""2019-09-10"", ""status"": ""注销"", ""address"": ""合肥市瑶海区长淮街道长淮新村17栋303"", ""id"": 24.0, ""company_type"": ""个体工商户"", ""approval_date"": ""9/12/2021"", ""business_scope"": ""鲜花、绿植销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"", ""source"": ""马克数据网"", ""taxpayer_id"": ""92340102MA2U3KKH5R"", ""reg_number"": ""340102601026081"", ""contact_phone"": ""18156017833"", ""province"": ""安徽省"", ""city"": ""合肥市"", ""district"": ""瑶海区"", ""industry"": ""农业"", ""county"": ""瑶海区""}"
COMP_000024,马克数据网,安徽福照财农产品商贸有限公司,许得才,2018-01-23,5000000,有限责任公司(自然人投资或控股),340102000057885,91340102MA2RG7JC0B,2018-01-23至无固定期限,MA2RG7JC-0,存续,安徽省合肥市瑶海区周谷堆大兴农产品物流园蔬菜交易中心山芋山药区38号仓铺,安徽省,合肥市,瑶海区,农业,蔬菜、水果及坚果、农副产品销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"{""company_name"": ""安徽福照财农产品商贸有限公司"", ""legal_rep"": ""许得才"", ""credit_code"": ""MA2RG7JC-0"", ""capital"": ""5000000"", ""est_date"": ""2018-01-23"", ""status"": ""存续"", ""address"": ""安徽省合肥市瑶海区周谷堆大兴农产品物流园蔬菜交易中心山芋山药区38号仓铺"", ""id"": 25.0, ""company_type"": ""有限责任公司(自然人投资或控股)"", ""approval_date"": ""23/1/2018"", ""business_scope"": ""蔬菜、水果及坚果、农副产品销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"", ""business_term"": ""2018-01-23至无固定期限"", ""source"": ""马克数据网"", ""taxpayer_id"": ""91340102MA2RG7JC0B"", ""reg_number"": ""340102000057885"", ""contact_phone"": ""13956958778;18133604289"", ""email"": ""231423425@139.com|2438103794@qq.com"", ""province"": ""安徽省"", ""city"": ""合肥市"", ""district"": ""瑶海区"", ""industry"": ""农业"", ""county"": ""瑶海区""}"
COMP_000025,马克数据网,安徽龘龘果品有限公司隆岗店,张燕,2018-09-14,未知,有限责任公司分公司(自然人投资或控股),340102000126307,91340102MA2T2NJ367,2018-09-14至无固定期限,MA2T2NJ3-6,存续,安徽省合肥市瑶海区合裕路1247号1幢一楼,安徽省,合肥市,瑶海区,农业,水果、农副产品、工艺礼品收购、批发、零售及配送服务；水果种植；果树培育；水果分装及包装、收购及销售；预包装食品销售；自营或代理各类商品和技术的进出口业务（国家限定企业经营禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"{""company_name"": ""安徽龘龘果品有限公司隆岗店"", ""legal_rep"": ""张燕"", ""credit_code"": ""MA2T2NJ3-6"", ""est_date"": ""2018-09-14"", ""status"": ""存续"", ""address"": ""安徽省合肥市瑶海区合裕路1247号1幢一楼"", ""id"": 26.0, ""company_type"": ""有限责任公司分公司(自然人投资或控股)"", ""approval_date"": ""19/11/2018"", ""business_scope"": ""水果、农副产品、工艺礼品收购、批发、零售及配送服务；水果种植；果树培育；水果分装及包装、收购及销售；预包装食品销售；自营或代理各类商品和技术的进出口业务（国家限定企业经营禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"", ""business_term"": ""2018-09-14至无固定期限"", ""source"": ""马克数据网"", ""taxpayer_id"": ""91340102MA2T2NJ367"", ""reg_number"": ""340102000126307"", ""contact_phone"": ""15905696888;17505517650"", ""email"": ""995795176@qq.com"", ""province"": ""安徽省"", ""city"": ""合肥市"", ""district"": ""瑶海区"", ""industry"": ""农业"", ""county"": ""瑶海区""}"
COMP_000026,马克数据网,合肥泽禾农业发展有限公司,唐军,2022-12-12,2000000,有限责任公司(自然人投资或控股),未知,91340102MA8PTKE22L,2022-12-12至无固定期限,MA8PTKE2-2,存续,安徽省合肥市瑶海区百大周谷堆粮油区C十八栋十一号,安徽省,合肥市,瑶海区,农业,一般项目：蔬菜种植；新鲜蔬菜零售；新鲜水果零售；鲜肉零售；食用农产品零售；食用农产品批发；农副产品销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）,"{""company_name"": ""合肥泽禾农业发展有限公司"", ""legal_rep"": ""唐军"", ""credit_code"": ""MA8PTKE2-2"", ""capital"": ""2000000"", ""est_date"": ""2022-12-12"", ""status"": ""存续"", ""address"": ""安徽省合肥市瑶海区百大周谷堆粮油区C十八栋十一号"", ""id"": 27.0, ""company_type"": ""有限责任公司(自然人投资或控股)"", ""approval_date"": ""12/12/2022"", ""business_scope"": ""一般项目：蔬菜种植；新鲜蔬菜零售；新鲜水果零售；鲜肉零售；食用农产品零售；食用农产品批发；农副产品销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）"", ""business_term"": ""2022-12-12至无固定期限"", ""source"": ""马克数据网"", ""taxpayer_id"": ""91340102MA8PTKE22L"", ""contact_phone"": ""18955156830"", ""email"": ""18955156830@qq.com"", ""province"": ""安徽省"", ""city"": ""合肥市"", ""district"": ""瑶海区"", ""industry"": ""农业"", ""county"": ""瑶海区""}"
COMP_000027,马克数据网,合肥市瑶海区穆诗雨的盆景店,穆诗雨,2021-07-13,未知,个体工商户,340102601371543,92340102MA8N0D5J51,2021-07-13至无固定期限,MA8N0D5J-5,存续,合肥市瑶海区明光路街道裕丰花鸟市场古玩城1-8,安徽省,合肥市,瑶海区,农业,一般项目：工艺美术品及收藏品零售（象牙及其制品除外）；园艺产品销售；礼品花卉销售；工艺美术品及礼仪用品销售（象牙及其制品除外）（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"{""company_name"": ""合肥市瑶海区穆诗雨的盆景店"", ""legal_rep"": ""穆诗雨"", ""credit_code"": ""MA8N0D5J-5"", ""est_date"": ""2021-07-13"", ""status"": ""存续"", ""address"": ""合肥市瑶海区明光路街道裕丰花鸟市场古玩城1-8"", ""id"": 28.0, ""company_type"": ""个体工商户"", ""approval_date"": ""13/7/2021"", ""business_scope"": ""一般项目：工艺美术品及收藏品零售（象牙及其制品除外）；园艺产品销售；礼品花卉销售；工艺美术品及礼仪用品销售（象牙及其制品除外）（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）（依法须经批准的项目，经相关部门批准后方可开展经营活动）"", ""business_term"": ""2021-07-13至无固定期限"", ""source"": ""马克数据网"", ""taxpayer_id"": ""92340102MA8N0D5J51"", ""reg_number"": ""340102601371543"", ""province"": ""安徽省"", ""city"": ""合肥市"", ""district"": ""瑶海区"", ""industry"": ""农业"", ""county"": ""瑶海区""}"
COMP_000028,马克数据网,合肥朱山观光农业有限责任公司,彭克龙,2017-10-27,3000000,有限责任公司(自然人投资或控股),340108000185804,91340100MA2Q3J0P7H,2017-10-27至2047-10-26,MA2Q3J0P-7,存续,合肥市新站区瑶海社区三合村朱西组,安徽省,合肥市,瑶海区,农业,蔬果、苗木、花卉种植；观光农业服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"{""company_name"": ""合肥朱山观光农业有限责任公司"", ""legal_rep"": ""彭克龙"", ""credit_code"": ""MA2Q3J0P-7"", ""capital"": ""3000000"", ""est_date"": ""2017-10-27"", ""status"": ""存续"", ""address"": ""合肥市新站区瑶海社区三合村朱西组"", ""id"": 29.0, ""company_type"": ""有限责任公司(自然人投资或控股)"", ""approval_date"": ""27/10/2017"", ""business_scope"": ""蔬果、苗木、花卉种植；观光农业服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"", ""business_term"": ""2017-10-27至2047-10-26"", ""source"": ""马克数据网"", ""taxpayer_id"": ""91340100MA2Q3J0P7H"", ""reg_number"": ""340108000185804"", ""contact_phone"": ""13956000032"", ""email"": ""13956000032@163.com"", ""province"": ""安徽省"", ""city"": ""合肥市"", ""district"": ""瑶海区"", ""industry"": ""农业"", ""county"": ""新站区""}"
COMP_000029,马克数据网,合肥市瑶海区时草令中药材销售经营部,樊远近,2023-04-04,未知,个体工商户,340102601780116,92340102MA8Q9GAT9J,2023-04-04至无固定期限,MA8Q9GAT-9,存续,安徽省合肥市瑶海区站前路中绿广场二期商办a704室,安徽省,合肥市,瑶海区,农业,一般项目：地产中草药(不含中药饮片）购销；互联网销售（除销售需要许可的商品）；食品互联网销售（仅销售预包装食品）；农副产品销售；初级农产品收购；食用农产品初加工；特殊医学用途配方食品销售；保健食品（预包装）销售；中医养生保健服务（非医疗）；食用农产品零售；谷物销售；食用农产品批发（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）,"{""company_name"": ""合肥市瑶海区时草令中药材销售经营部"", ""legal_rep"": ""樊远近"", ""credit_code"": ""MA8Q9GAT-9"", ""est_date"": ""2023-04-04"", ""status"": ""存续"", ""address"": ""安徽省合肥市瑶海区站前路中绿广场二期商办a704室"", ""id"": 30.0, ""company_type"": ""个体工商户"", ""approval_date"": ""4/4/2023"", ""business_scope"": ""一般项目：地产中草药(不含中药饮片）购销；互联网销售（除销售需要许可的商品）；食品互联网销售（仅销售预包装食品）；农副产品销售；初级农产品收购；食用农产品初加工；特殊医学用途配方食品销售；保健食品（预包装）销售；中医养生保健服务（非医疗）；食用农产品零售；谷物销售；食用农产品批发（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）"", ""business_term"": ""2023-04-04至无固定期限"", ""source"": ""马克数据网"", ""taxpayer_id"": ""92340102MA8Q9GAT9J"", ""reg_number"": ""340102601780116"", ""province"": ""安徽省"", ""city"": ""合肥市"", ""district"": ""瑶海区"", ""industry"": ""农业"", ""county"": ""瑶海区""}"
